ID đơn hàng,Trạng thái đặt hàng,Checkout id,Thời Gian Đặt Hàng,Thời gian hoàn thành,Thời gian Click,Tên Shop,Shop id,Loại Shop,Item id,Tên Item,ID Model,Loại sản phẩm,Promotion id,L1 Danh mục toàn cầu,L2 Danh mục toàn cầu,L3 Danh mục toàn cầu,Giá(₫),Số lượng,Loại Hoa hồng,Đối tác chiến dịchr,Giá trị đơn hàng (₫),Số tiền hoàn trả (₫),Tỷ lệ sản phẩm hoa hồng Shope,Hoa hồng Shopee trên sản phẩm(₫),Tỷ lệ sản phẩm hoa hồng người bán,Hoa hồng Xtra trên sản phẩm(₫),Tổng hoa hồng sản phẩm(₫),Hoa hồng đơn hàng từ Shopee(₫),Hoa hồng đơn hàng từ Người bán(₫),Tổng hoa hồng đơn hàng(₫),Tên MNC đã liên kết,Mã hợp đồng MCN,Mức phí quản lý MCN,Phí quản lý MCN(₫),Mức hoa hồng tiếp thị liên kết theo thỏa thuận,Hoa hồng ròng tiếp thị liên kết(₫),Trạng thái sản phẩm liên kết,Ghi chú sản phẩm,Loại thuộc tính,Trạng thái người mua,Sub_id1,Sub_id2,Sub_id3,Sub_id4,Sub_id5,Kênh
2602207BNDMS79,Đã hủy,225253048287256,2026-02-20 09:17:29,--,2026-02-19 23:22:26,chenjinliang.vn,781002070,C2C(CB),19730257587,Bộ Áo Liền Quần Bằng Cotton Phối Ren Tay Áo Bay ha ha Dành Cho Bé Gái Leo Núi,155355189817,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Quần áo trẻ em,Bộ đồ liền thân,195480,0,Shopee Comm,,0,165612,0.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng bị hủy vì giao hàng không thành công.,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,VayXepLiPolo0402,,,,Facebook
2602207BNDMS78,Hoàn thành,225253048287255,2026-02-20 09:17:29,2026-03-01 14:38:47,2026-02-19 23:22:26,esell.vn,261936086,Preferred(CB),27957674342,Ig Phong Cách Quần Áo Sơ Sinh Bé Gái Body Hoa Thêu Cotton Mềm Mại Trẻ Sơ Sinh Romper 0-24 Tháng,178354031477,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Quần áo trẻ em,Bộ đồ liền thân,202176,1,Shopee Comm,,171284,,0.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,VayXepLiPolo0402,,,,Facebook
2602207BNDMS78,Hoàn thành,225253048287255,2026-02-20 09:17:29,2026-03-01 14:38:47,2026-02-19 23:22:26,esell.vn,261936086,Preferred(CB),42578541897,Áo liền quần không tay mùa hè cho bé Quần áo Cotton nhẹ và thoải mái 3 kiểu Trang phục sơ sinh,282383248256,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Quần áo trẻ em,Bộ đồ liền thân,198720,1,Shopee Comm,,161578,,0.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,VayXepLiPolo0402,,,,Facebook
2602207BNDMS78,Hoàn thành,225253048287255,2026-02-20 09:17:29,2026-03-01 14:38:47,2026-02-19 23:22:26,esell.vn,261936086,Preferred(CB),14284133508,Bộ Áo Liền Quần Tay Ngắn In Họa Tiết cherry Dễ Thương Thời Trang Mùa Hè Cho Bé Gái Từ 0-2 Tuổi,162750288115,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Quần áo trẻ em,Bộ đồ liền thân,149040,1,Shopee Comm,,126270,,0.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,VayXepLiPolo0402,,,,Facebook
2602207BNDMS78,Hoàn thành,225253048287255,2026-02-20 09:17:29,2026-03-01 14:38:47,2026-02-19 23:22:26,esell.vn,261936086,Preferred(CB),14284133508,Bộ Áo Liền Quần Tay Ngắn In Họa Tiết cherry Dễ Thương Thời Trang Mùa Hè Cho Bé Gái Từ 0-2 Tuổi,172750287898,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Quần áo trẻ em,Bộ đồ liền thân,178848,1,Shopee Comm,,151520,,0.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,VayXepLiPolo0402,,,,Facebook
2602207B5RXEJ0,Hoàn thành,225252523264139,2026-02-20 09:08:44,2026-02-24 19:34:57,2026-02-20 08:29:07,Cỏ Lành Official Store,342026448,Shopee Mall(Non-CB),9003612645,"Mặt Nạ Ngủ Nghệ Nhân Sâm Cỏ Lành 75G - Trắng Da, Mờ Sẹo, Xóa Thâm",400385212102,Normal Product,,Sắc Đẹp,Chăm sóc da mặt,Mặt nạ,175000,1,XTRA Comm,,175000,,4.50%,7875,8.00%,14000,21875,7875,14000,21875,,0,0.00%,0,100.00%,21875,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAP0725,BBRSoSinhNous3101,,,,Facebook
2602207AYHN1VF,Hoàn thành,225252315294886,2026-02-20 09:05:35,2026-02-23 16:52:45,2026-02-19 19:44:32,Cỏ Mềm Miền Nam,8846375,Shopee Mall(Non-CB),20852073832,Sữa Rửa Mặt Tạo Bọt Rau Má Làm Sạch Sâu Cho Da Mụn Da Dầu Nhạy Cảm Cỏ Mềm 150ml,98506283348,Normal Product,426025142530235_0_0,Sắc Đẹp,Chăm sóc da mặt,Sữa rửa mặt,120000,2,XTRA Comm,,211200,,4.50%,9504,2.50%,5280,14784,18018,10010,28028,,0,0.00%,0,100.00%,28028,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAP0725,BBRSoSinhNous3101,,,,Facebook
2602207AYHN1VF,Hoàn thành,225252315294886,2026-02-20 09:05:35,2026-02-23 16:52:45,2026-02-19 19:44:32,Cỏ Mềm Miền Nam,8846375,Shopee Mall(Non-CB),24543063103,[Size 10ml] Xịt Khử Mùi Wings Up 24h Cỏ Mềm,227565682862,Normal Product,426025142530235_0_0,Sắc Đẹp,Tắm & chăm sóc cơ thể,Khử mùi cơ thể,75000,1,XTRA Comm,,66000,,4.50%,2970,2.50%,1650,4620,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAP0725,BBRSoSinhNous3101,,,,Facebook
2602207AYHN1VF,Hoàn thành,225252315294886,2026-02-20 09:05:35,2026-02-23 16:52:45,2026-02-19 19:44:32,Cỏ Mềm Miền Nam,8846375,Shopee Mall(Non-CB),28131941321,Nước Tẩy Trang Dành Cho Da Dầu Mụn Nhạy Cảm Rau Má Cỏ Mềm 150ml,188382778455,Normal Product,426025142530235_0_0,Sắc Đẹp,Trang điểm,Tẩy trang,140000,1,XTRA Comm,,123200,,4.50%,5544,2.50%,3080,8624,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAP0725,BBRSoSinhNous3101,,,,Facebook
2602207AYHN1VF,Hoàn thành,225252315294886,2026-02-20 09:05:35,2026-02-23 16:52:45,2026-02-19 19:44:32,Cỏ Mềm Miền Nam,8846375,Shopee Mall(Non-CB),45856119290,"[Màu Ngẫu Nhiên] Khăn Lụa Cỏ Mềm - Món Quà Tinh Tế Dành Tặng Mẹ, Cô Giáo, Vợ, Người Yêu 8/3",400555557201,Normal Product,426025142530235_0_0,Phụ Kiện Thời Trang,Khăn choàng,,0,1,XTRA Comm,,0,,4.50%,0,1.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAP0725,BBRSoSinhNous3101,,,,Facebook
2602207AVBKGXR,Hoàn thành,225252207282163,2026-02-20 09:03:28,2026-02-27 13:18:11,2026-02-20 09:01:40,BORN PRETTY ,298601961,Shopee Mall(CB),47951249251,BORN PRETTY 30g Móng Tay Kim Cương Giả Keo Gel Cho 3D Trang Sức Trang Trí Dính Gel Sơn Móng Tay Làm Móng Tay Kim Cương Giả Trang,272146929795,Normal Product,,Sắc Đẹp,"Chăm sóc tay, chân & móng",Chăm sóc móng,39600,1,XTRA Comm,,39600,,4.50%,1782,2.50%,990,2772,1782,990,2772,,0,0.00%,0,100.00%,2772,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,SetcaMap0502,,,,Others
2602207AG8C2JB,Hoàn thành,225251801241174,2026-02-20 08:56:45,2026-02-28 16:18:44,2026-02-18 08:23:47,ĐỒ DÙNG TIỆN ÍCH SG,984839978,Shopee Mall(Non-CB),27779420342,"Dụng cụ hút mũi cho bé kéo tay chất liệu nhựa nguyên sinh , lực hút mạnh , an toàn cho bé - PTLUXURY",99151946038,Normal Product,,Mẹ & Bé,Chăm sóc sức khỏe bé,Chăm sóc mũi cho bé,75000,1,Shopee Comm,,75000,,4.50%,3375,0.00%,0,3375,3375,0,3375,,0,0.00%,0,100.00%,3375,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,BodyCotton0402,,,,Facebook
2602207A79A8FM,Đã hủy,225251500246817,2026-02-20 08:51:44,--,2026-02-18 07:43:04,Shop Bố Soup,158872204,Preferred(Non-CB),22232609303,"Áo choàng xô muslin tránh gió, tránh nắng kèm mũ chắn giọt bắn mềm mại cho bé",29355187606,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Quần áo trẻ em,Áo khoác nhẹ,178000,0,XTRA Comm,,0,134400,0.00%,0,1.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,SetcaMap0502,,,,Facebook
2602207A49XHE8,Hoàn thành,225251400248724,2026-02-20 08:50:04,2026-02-25 01:23:56,2026-02-18 20:37:30,MINH TRIẾT BABY SHOP,16999717,Preferred(Non-CB),20506095219,"Van khí , van chân không silicon tương thích các loại máy hút sữa Fatzbaby, Concung, ICHIKO,REAL BUBEE",194292408128,Normal Product,,Mẹ & Bé,Đồ dùng ăn dặm cho bé,Đồ dùng cho con bú,15000,2,XTRA Comm,,27000,,4.50%,1215,1.00%,270,1485,1215,270,1485,,0,0.00%,0,100.00%,1485,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAP0725,BBRSoSinhNous3101,,,,Facebook
2602207A3CBACT,Hoàn thành,225251369201675,2026-02-20 08:49:29,2026-02-27 20:04:57,2026-02-19 21:47:16,LOTUKA KIDS,340959473,Preferred(Non-CB),22684450898,"Bodysuit Len Tăm LOTUKA Ấm Áp Đính Họa Tiết Gấu Nổi Xịn Mịn, Bộ Áo Liền Quần Thu Đông Cho Bé, Body sơ sinh size 3-12kg",325008885780,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Quần áo trẻ em,Bộ đồ liền thân,139000,1,Shopee Comm,,124000,,0.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,BodyCotton0402,,,,Facebook
26022079YAP1TB,Hoàn thành,225251233240680,2026-02-20 08:47:17,2026-02-27 18:17:27,2026-02-20 08:46:18,Phương Thúy Kids.,84020625,Preferred(Non-CB),26555299762,"Set bộ tai thỏ 2 màu hồng , xanh kẻ sz 6-16kg tay ngắn",251231027153,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Quần áo bé gái,Com lê & đồ bộ,84000,1,Shopee Comm,,84000,,0.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,VayXepLiPolo0402,,,,Facebook
26022079FED3UA,Hoàn thành,225250700274884,2026-02-20 08:38:20,2026-02-27 12:13:31,2026-02-20 08:32:54,Hairshop ÁnhTrúc,1526316228,Preferred(Non-CB),26834650798,KEM ĐỊNH HÌNH LỌN TÓC XOĂN HAY SÓNG NƯỚC MOROCCANOIL CURL DEFINING CREAM 250ML,224156948077,Normal Product,,Sắc Đẹp,Chăm sóc tóc,Sản phẩm tạo kiểu tóc,369000,1,Shopee Comm,,369000,,4.50%,16605,0.00%,0,16605,16605,0,16605,,0,0.00%,0,100.00%,16605,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,VayXepLiPolo0402,,,,Facebook
2602207964SSAF,Hoàn thành,225250388216398,2026-02-20 08:33:08,2026-02-25 21:58:32,2026-02-18 20:02:49,Pony House - Thế Giới Mẹ & Bé,34970992,Preferred(Non-CB),10646075435,"Tất Len Cao Cổ Hình Thú Ngộ Nghĩnh Siêu Co Giãn, Mềm Mịn Cho Bé Trai, Bé Gái Sơ Sinh( 0 - 18 Tháng)",234570473322,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Phụ kiện trẻ em & trẻ sơ sinh,Tất,36000,1,XTRA Comm,,14183,,0.00%,0,1.00%,141.83,141.83,0,295.46,295.46,,0,0.00%,0,100.00%,295.46,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,BodyCoPolo0402,,,,Facebook
2602207964SSAF,Hoàn thành,225250388216398,2026-02-20 08:33:08,2026-02-25 21:58:32,2026-02-18 20:02:49,Pony House - Thế Giới Mẹ & Bé,34970992,Preferred(Non-CB),11946054829,"Tất Len Tăm Cao Cổ Hình Thú Ngộ Nghĩnh Siêu Co Giãn, Mềm Mịn Cho Bé Trai, Bé Gái Từ Sơ Sinh - 1 tuổi (Full Mẫu)",130206357861,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Phụ kiện trẻ em & trẻ sơ sinh,Tất,39000,1,XTRA Comm,,15363,,0.00%,0,1.00%,153.63,153.63,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,BodyCoPolo0402,,,,Facebook
2602207964SSAE,Hoàn thành,225250388216397,2026-02-20 08:33:08,2026-02-23 20:15:05,2026-02-18 20:02:49,Kocikids Official Store,317759072,Shopee Mall(Non-CB),7281921596,Thìa ăn dặm silicon siêu mềm an toàn cho bé,146805639977,Normal Product,,Mẹ & Bé,Đồ dùng ăn dặm cho bé,Đồ dùng cho bé,33000,1,XTRA Comm,,12447,,4.50%,560.115,1.00%,124.47,684.585,1595.43,354.54,1949.97,,0,0.00%,0,100.00%,1949.97,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,BodyCoPolo0402,,,,Facebook
2602207964SSAE,Hoàn thành,225250388216397,2026-02-20 08:33:08,2026-02-23 20:15:05,2026-02-18 20:02:49,Kocikids Official Store,317759072,Shopee Mall(Non-CB),25740393288,"Khăn ướt cao cấp Mamamy Tropical gói 90 tờ cho mẹ và bé 100% sợi tự nhiên và rayon ngừa hăm, thêm tinh chất thiên nhiên",218141556374,Normal Product,,Mẹ & Bé,Đồ dùng phòng tắm & Chăm sóc cơ thể bé,Khăn lau,61000,1,XTRA Comm,,23007,,4.50%,1035.315,1.00%,230.07,1265.385,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,BodyCoPolo0402,,,,Facebook
260220781B0KH1,Đã hủy,225249153214019,2026-02-20 08:12:34,--,2026-02-19 22:51:22,Babyworlds,490324009,Preferred(Non-CB),29343247057,"Tăm Bông Thân Giấy Dr.Papie Dành Cho Bé 100% Cotton Mềm Mại, An Toàn cho bé",196323537415,Normal Product,,Mẹ & Bé,Đồ dùng phòng tắm & Chăm sóc cơ thể bé,Khác,29000,0,XTRA Comm,,0,51620,4.50%,0,2.50%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAP0725,BBRSoSinhNous3101,,,,Facebook
260220781B0KH1,Đã hủy,225249153214019,2026-02-20 08:12:34,--,2026-02-19 22:51:22,Babyworlds,490324009,Preferred(Non-CB),40258361249,COMBO 3 KHĂN ƯỚT MAMAMY 100 TỜ KHÔNG MÙI,234350041093,Normal Product,,Mẹ & Bé,Đồ dùng phòng tắm & Chăm sóc cơ thể bé,Khăn lau,119000,0,XTRA Comm,,0,105910,4.50%,0,2.50%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAP0725,BBRSoSinhNous3101,,,,Facebook
260220781B0KH1,Đã hủy,225249153214019,2026-02-20 08:12:34,--,2026-02-19 22:51:22,Babyworlds,490324009,Preferred(Non-CB),42258365094,Khăn ướt Mamamy Tropical 60 tờ/90 tờ,258622614749,Normal Product,,Mẹ & Bé,Đồ dùng phòng tắm & Chăm sóc cơ thể bé,Khăn lau,47000,0,XTRA Comm,,0,83660,4.50%,0,2.50%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAP0725,BBRSoSinhNous3101,,,,Facebook
260220781B0KH1,Đã hủy,225249153214019,2026-02-20 08:12:34,--,2026-02-19 22:51:22,Babyworlds,490324009,Preferred(Non-CB),42950379359,Khăn Giấy Khô Đa Năng Mipbi 900gr Cho Mẹ Và Bé,300030654237,Normal Product,,Mẹ & Bé,Đồ dùng phòng tắm & Chăm sóc cơ thể bé,Khăn lau,135000,0,XTRA Comm,,0,120150,4.50%,0,2.50%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAP0725,BBRSoSinhNous3101,,,,Facebook
26022077YUBAYC,Hoàn thành,225249103238890,2026-02-20 08:11:43,2026-02-26 12:20:12,2026-02-17 20:55:29,Ammyfoodmart,580513975,C2C(Non-CB),42555299571,AMMYFOOD - Gói bánh snack Pillows Oishi 80g vị socola/ socola hazelnut/ cookies/ khoai môn/sữa dừa/ socola nhúng sponge,243588281097,Normal Product,,Thực phẩm và đồ uống,Đồ ăn vặt,Sô cô la,55000,1,Shopee Comm,,55000,,4.50%,2475,0.00%,0,2475,2475,0,2475,,0,0.00%,0,100.00%,2475,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,BodyCoPolo0402,,,,Facebook
26022077RY1E47,Hoàn thành,225248872224693,2026-02-20 08:07:52,2026-02-25 11:22:15,2026-02-18 19:05:50,BÉ BỤ BẪM Mart,1509159807,Shopee Mall(Non-CB),42310598706,"Phô Mai Sữa Non Cho Bé Ăn Dặm NutriAZ Chính Hãng – Sữa Non Nhập Khẩu, Cho Trẻ Từ 6 Tháng",302388818029,Normal Product,,Mẹ & Bé,Sữa công thức & Thực phẩm cho bé,Đồ ăn nhẹ cho bé,115000,1,Shopee Comm,,87259,,4.50%,3926.655,0.00%,0,3926.655,3926.655,0,3926.655,,0,0.00%,0,100.00%,3926.655,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,VayXepLiPolo0402,,,,Facebook
26022077RY1E46,Hoàn thành,225248872224693,2026-02-20 08:07:52,2026-02-23 11:27:25,2026-02-18 19:05:50,TinyFeet Giày Tập Đi Cho Bé,1051195309,C2C(Non-CB),25676053183,Thước Đo Chiều Dài Chân Cho Bé Cho Gia Đình Chính Xác Tiện Lợi TINYFEET TH01 Dụng Cụ Đo Chiều Dài Chân Cho Bé Dễ Thương,255696902845,Normal Product,,Nhà cửa & Đời sống,Dụng cụ & Thiết bị tiện ích,Dụng cụ,58000,1,Shopee Comm,,41343,,4.50%,1860.435,0.00%,0,1860.435,1860.435,0,1860.435,,0,0.00%,0,100.00%,1860.435,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,VayXepLiPolo0402,,,,Facebook
26022077RY1E45,Đã hủy,225248872224693,2026-02-20 08:07:52,--,2026-02-18 19:05:50,Chatu Baby - Ăn Dặm Cùng Bé,928860524,Shopee Mall(Non-CB),19891639672,"[DATE T5/2026] Bột Ăn Dặm BABBA'S BABY Bổ Sung Dinh Dưỡng, An Toàn Cho Bé Từ 6 Tháng Tuổi",315518748799,Normal Product,422154710102705_0_0,Mẹ & Bé,Sữa công thức & Thực phẩm cho bé,"Cháo, Thực phẩm xay nhuyễn & Ngũ cốc",0,0,Shopee Comm,,0,,4.50%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,VayXepLiPolo0402,,,,Facebook
26022077RY1E45,Đã hủy,225248872224693,2026-02-20 08:07:52,--,2026-02-18 19:05:50,Chatu Baby - Ăn Dặm Cùng Bé,928860524,Shopee Mall(Non-CB),21972656737,"Phô Mai Ăn Dặm Tách Muối Hữu Cơ Seoul Milk Hàn Quốc, Dinh Dưỡng Vàng Cho Bé Từ 6 Tháng Tuổi",380391975076,Normal Product,422154710102705_0_0,Mẹ & Bé,Sữa công thức & Thực phẩm cho bé,Đồ ăn nhẹ cho bé,169000,0,Shopee Comm,,0,255339,4.50%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,VayXepLiPolo0402,,,,Facebook
26022076DFM5SM,Đã hủy,225247413214425,2026-02-20 07:43:33,--,2026-02-18 20:28:49,"Lê Kids - Bỉm Hàn, Nhật",274233062,Preferred(Non-CB),14898860198,"[Combo 2Ngày và 1Đêm KÈM QUÀ TẶNG] Tã/bỉm quần Gooby mềm mại, an toàn, siêu thấm hút size M/L/XL/XXL/XXXL cho bé từ 6kg",216774713962,Normal Product,387597759758537_0_0,Mẹ & Bé,Tã & bô em bé,Tã dùng một lần,905000,0,XTRA Comm,,0,805000,4.50%,0,3.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,BodyCoPolo0402,,,,Facebook
26022076DFM5SM,Đã hủy,225247413214425,2026-02-20 07:43:33,--,2026-02-18 20:28:49,"Lê Kids - Bỉm Hàn, Nhật",274233062,Preferred(Non-CB),22421977492,Quà Tặng ưu đãi mua SP Gooby 1.2026,146584519592,Normal Product,387597759758537_0_0,Mẹ & Bé,Bộ & Gói quà tặng,,0,0,XTRA Comm,,0,,4.50%,0,3.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,BodyCoPolo0402,,,,Facebook
26022076C8HVHB,Hoàn thành,225247372241217,2026-02-20 07:42:56,2026-02-27 16:35:53,2026-02-19 11:42:33,ANH TUYẾN 3 Store,1696712064,Shopee Mall(Non-CB),41528726562,Sách - Bách Khoa Toàn Thư Vui Nhộn: Học Lễ Nghĩa(NMB),355554649240,Normal Product,,Sách & Tạp Chí,Sách,Sách Thiếu Nhi,86000,1,Shopee Comm,,69029,,4.50%,3106.305,0.00%,0,3106.305,10980,0,10980,,0,0.00%,0,100.00%,10980,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,SetCongTu0502,,,,Facebook
26022076C8HVHB,Hoàn thành,225247372241217,2026-02-20 07:42:56,2026-02-27 16:35:53,2026-02-19 11:42:33,ANH TUYẾN 3 Store,1696712064,Shopee Mall(Non-CB),46805752275,Sách - Combo 2 Cuốn : Thu Phục Lòng Người Ngay Khi Mở Miệng + Lý Thuyết Trò Chơi (NMB),415519120317,Normal Product,,Sách & Tạp Chí,Sách,Sách Hướng Nghiệp & Phát Triển Bản Thân,129000,1,Shopee Comm,,103538,,4.50%,4659.21,0.00%,0,4659.21,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,SetCongTu0502,,,,Facebook
26022076C8HVHB,Hoàn thành,225247372241217,2026-02-20 07:42:56,2026-02-27 16:35:53,2026-02-19 11:42:33,ANH TUYẾN 3 Store,1696712064,Shopee Mall(Non-CB),48905752622,"Sách - Khơi Dậy Khả Năng Lãnh Đạo Cho Trẻ - Phương Pháp Hướng Dẫn Trẻ Trở Nên Xuất Sắc Hơn ,,",262384106113,Normal Product,,Sách & Tạp Chí,Sách,Sách Thiếu Nhi,89000,1,Shopee Comm,,71433,,4.50%,3214.485,0.00%,0,3214.485,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,SetCongTu0502,,,,Facebook
26022076AH6KD3,Hoàn thành,225247314205197,2026-02-20 07:41:55,2026-02-24 23:18:34,2026-02-19 22:20:36,"ReadyMom| Đồ Bầu, Sau Sinh",257205102,Preferred(Non-CB),18555290811,Áo Lót Hút Sữa | Kiêm Áo Lót Cho Con Bú | Tiện Lợi Cho Mẹ Hút Sữa | Hàng Trung Quốc | R12,156025821392,Normal Product,,Thời Trang Nữ,Đồ Bầu,Áo ngực cho con bú,99999,1,XTRA Comm,,77827,,4.50%,3502.215,5.00%,3891.35,7393.565,8300.115,9222.35,17522.465,,0,0.00%,0,100.00%,17522.465,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAP0725,BBRSoSinhNous3101,,,,Facebook
26022076AH6KD3,Hoàn thành,225247314205197,2026-02-20 07:41:55,2026-02-24 23:18:34,2026-02-19 22:20:36,"ReadyMom| Đồ Bầu, Sau Sinh",257205102,Preferred(Non-CB),25018637411,Áo Ngực Cho Con Bú | Áo Lót Bầu Cotton | Mềm Và Thoải Mái | R20 Hàng Trung Quốc,222592679050,Normal Product,0_402407612297734_1,Thời Trang Nữ,Đồ Bầu,Áo ngực cho con bú,68499,2,XTRA Comm,,106620,,4.50%,4797.9,5.00%,5331,10128.9,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAP0725,BBRSoSinhNous3101,,,,Facebook
26022075K5JQ57,Hoàn thành,225246530268621,2026-02-20 07:28:51,2026-02-23 13:43:48,2026-02-19 17:04:30,TinyFeet Giày Tập Đi Cho Bé,1051195309,C2C(Non-CB),25860706456,Giày Tập Đi Cho Bé Mùa Hè Chống Bẹt Chân TINYFEET WJ05 Giày Cho Bé Trai Bé Gái 1-3 Tuổi,226015979792,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Giày bé trai,Giày thể thao,219000,1,XTRA Comm,,171400,,0.00%,0,1.05%,1799.7,1799.7,0,1799.7,1799.7,,0,0.00%,0,100.00%,1799.7,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,SHPAAR26,SetCongTu0502,,,,Facebook
